,text,entities
181,198th family: New queen workers adapting increasing drone presence good egg numbers and seven honey frames capped.,"[[24, 31, 'WORKER'], [32, 51, 'HEALTHSTATUS'], [52, 57, 'DRONE'], [67, 83, 'EGGCOUNT'], [88, 106, 'HONEYFRAMES'], [107, 113, 'HEALTHSTATUS']]"
182,199th family: Queen vibrant busy workers healthy drones eggs abundant and nine frames heavily laden with honey.,"[[14, 19, 'QUEEN'], [33, 40, 'WORKER'], [41, 48, 'HEALTHSTATUS'], [49, 55, 'DRONE'], [56, 69, 'EGGCOUNT'], [74, 85, 'HONEYFRAMES'], [86, 93, 'HEALTHSTATUS'], [105, 110, 'BEEPRODUCT']]"
183,200th family: Queen missing sluggish workers scant drones eggs sparse and four honey frames underfilled.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [37, 44, 'WORKER'], [45, 50, 'HEALTHSTATUS'], [51, 57, 'DRONE'], [74, 91, 'HONEYFRAMES']]"
184,201st family: Queen visible workers energetic sufficient drones numerous eggs and eight frames filled with honey.,"[[14, 19, 'QUEEN'], [28, 35, 'WORKER'], [36, 56, 'HEALTHSTATUS'], [82, 94, 'HONEYFRAMES'], [95, 101, 'HEALTHSTATUS'], [107, 112, 'BEEPRODUCT']]"
185,202nd family: Queen productive industrious workers adequate drones high egg production and six frames fully capped.,"[[14, 19, 'QUEEN'], [20, 30, 'HEALTHSTATUS'], [31, 42, 'WORKER'], [43, 50, 'WORKER'], [51, 59, 'HEALTHSTATUS'], [60, 66, 'DRONE'], [72, 90, 'EGGCOUNT'], [91, 101, 'HONEYFRAMES']]"
186,203rd family: Queen in decline maintaining workers few drones low egg count and five honey frames half full.,"[[14, 19, 'QUEEN'], [43, 50, 'WORKER'], [51, 54, 'HEALTHSTATUS'], [55, 61, 'DRONE'], [66, 79, 'EGGCOUNT'], [80, 97, 'HONEYFRAMES'], [103, 107, 'HEALTHSTATUS']]"
187,204th family: Queen robust bustling workers numerous drones eggs filling up cells and eight frames overflowing with honey.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [36, 43, 'WORKER'], [44, 52, 'HEALTHSTATUS'], [60, 72, 'EGGCOUNT'], [76, 81, 'BEEPRODUCT'], [86, 98, 'HONEYFRAMES'], [116, 121, 'BEEPRODUCT']]"
188,205th family: Queen absent low worker morale minimal drones few eggs and three honey frames barely used.,"[[14, 19, 'QUEEN'], [31, 37, 'WORKER'], [45, 52, 'HEALTHSTATUS'], [53, 59, 'DRONE'], [73, 91, 'HONEYFRAMES'], [92, 103, 'HEALTHSTATUS']]"
189,206th family: Queen laying well vibrant workers active drones plenty of eggs and ten honey frames topped.,"[[14, 19, 'QUEEN'], [20, 39, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [55, 61, 'DRONE'], [72, 80, 'EGGCOUNT'], [81, 97, 'HONEYFRAMES'], [98, 104, 'HEALTHSTATUS']]"
190,207th family: Queen old steady workers fair drone numbers moderate eggs and seven honey frames well-stocked.,"[[14, 19, 'QUEEN'], [31, 38, 'WORKER'], [44, 49, 'DRONE'], [50, 71, 'HEALTHSTATUS'], [76, 94, 'HONEYFRAMES'], [95, 107, 'HEALTHSTATUS']]"
191,208th family: Queen efficient busy workers good drone activity plentiful eggs and eight frames ready for harvest.,"[[14, 19, 'QUEEN'], [20, 29, 'HEALTHSTATUS'], [35, 42, 'WORKER'], [48, 53, 'DRONE'], [73, 81, 'EGGCOUNT'], [82, 94, 'HONEYFRAMES']]"
192,209th family: Queen missing lethargic workers reduced drone count poor egg output and four frames lacking honey.,"[[14, 19, 'QUEEN'], [20, 37, 'HEALTHSTATUS'], [38, 45, 'WORKER'], [54, 59, 'DRONE'], [86, 97, 'HONEYFRAMES'], [98, 111, 'HEALTHSTATUS']]"
193,210th family: Queen visible and healthy thriving workers ample drones abundant eggs and ten frames densely packed with honey.,"[[14, 19, 'QUEEN'], [32, 39, 'HEALTHSTATUS'], [57, 62, 'HEALTHSTATUS'], [63, 69, 'DRONE'], [79, 87, 'EGGCOUNT'], [88, 98, 'HONEYFRAMES'], [119, 124, 'BEEPRODUCT']]"
194,211th family: Queen weak slow workers few drones limited eggs and six frames partially filled with honey.,"[[14, 24, 'QUEEN'], [25, 29, 'HEALTHSTATUS'], [30, 37, 'WORKER'], [42, 48, 'DRONE'], [57, 65, 'EGGCOUNT'], [66, 76, 'HONEYFRAMES'], [77, 93, 'HEALTHSTATUS'], [99, 104, 'BEEPRODUCT']]"
195,212th family: Queen vibrant active workers many drones eggs well-laid and nine honey frames capped.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [35, 42, 'WORKER'], [48, 54, 'DRONE'], [55, 69, 'EGGCOUNT'], [74, 91, 'HONEYFRAMES'], [92, 98, 'HEALTHSTATUS']]"
196,213th family: Queen absent disorganized workers minimal drones scarce eggs and five frames underdeveloped.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [56, 62, 'DRONE'], [70, 83, 'EGGCOUNT'], [91, 105, 'HEALTHSTATUS']]"
197,214th family: Queen healthy hardworking workers plentiful drones prolific eggs with eight frames perfectly capped.,"[[14, 19, 'QUEEN'], [40, 47, 'WORKER'], [48, 57, 'HEALTHSTATUS'], [58, 64, 'DRONE'], [84, 96, 'HONEYFRAMES'], [97, 113, 'HEALTHSTATUS']]"
198,215th family: No queen seen disoriented worker bees dwindling drones few eggs and only four frames somewhat full.,"[[17, 22, 'QUEEN'], [28, 39, 'HEALTHSTATUS'], [40, 46, 'WORKER'], [52, 61, 'HEALTHSTATUS'], [69, 77, 'EGGCOUNT'], [87, 98, 'HONEYFRAMES']]"
199,216th family: Queen observed workers active drones plentiful eggs numerous and nine honey frames full.,"[[14, 19, 'QUEEN'], [29, 36, 'WORKER'], [44, 50, 'DRONE'], [61, 74, 'EGGCOUNT'], [79, 96, 'HONEYFRAMES'], [97, 101, 'HEALTHSTATUS']]"
200,217th family: Queen absent workers listless few drones minimal egg laying and four honey frames underutilized.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [27, 34, 'WORKER'], [48, 54, 'DRONE'], [63, 77, 'EGGCOUNT'], [78, 95, 'HONEYFRAMES'], [96, 109, 'HEALTHSTATUS']]"
201,218th family: Queen healthy workers bustling ample drones good egg production and ten frames well-stocked with honey.,"[[14, 19, 'QUEEN'], [28, 35, 'WORKER'], [45, 50, 'HEALTHSTATUS'], [51, 57, 'DRONE'], [58, 77, 'EGGCOUNT'], [82, 92, 'HONEYFRAMES'], [93, 105, 'HEALTHSTATUS'], [111, 116, 'BEEPRODUCT']]"
202,219th family: Queen aging workers steady limited drone activity moderate eggs and eight honey frames nearly filled.,"[[14, 19, 'QUEEN'], [20, 25, 'HEALTHSTATUS'], [26, 33, 'WORKER'], [41, 48, 'HEALTHSTATUS'], [49, 54, 'DRONE'], [73, 81, 'EGGCOUNT'], [82, 100, 'HONEYFRAMES']]"
203,220th family: Newly emerged queen workers adjusting drones increasing eggs starting to fill and seven honey frames capped.,"[[28, 33, 'QUEEN'], [34, 41, 'WORKER'], [52, 58, 'DRONE'], [87, 91, 'HEALTHSTATUS'], [96, 114, 'HONEYFRAMES'], [115, 121, 'HEALTHSTATUS']]"
204,221st family: Queen vibrant workers industrious drones healthy eggs abundant and eleven frames heavy with honey.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [48, 54, 'DRONE'], [63, 76, 'EGGCOUNT'], [81, 94, 'HONEYFRAMES'], [95, 100, 'HEALTHSTATUS'], [106, 111, 'BEEPRODUCT']]"
205,222nd family: Queen missing sluggish workers scant drones sparse eggs and five honey frames only half filled.,"[[14, 19, 'QUEEN'], [37, 44, 'WORKER'], [45, 50, 'HEALTHSTATUS'], [51, 57, 'DRONE'], [65, 73, 'EGGCOUNT'], [74, 91, 'HONEYFRAMES'], [102, 108, 'HEALTHSTATUS']]"
206,223rd family: Queen visible workers energetic good drone population plenty of eggs and nine frames filled with honey.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [51, 56, 'DRONE'], [78, 86, 'EGGCOUNT'], [87, 98, 'HONEYFRAMES'], [99, 105, 'HEALTHSTATUS'], [111, 116, 'BEEPRODUCT']]"
207,224th family: Queen productive industrious workers sufficient drones high egg count and eight frames capped.,"[[14, 19, 'QUEEN'], [20, 30, 'HEALTHSTATUS'], [31, 42, 'WORKER'], [43, 50, 'WORKER'], [62, 68, 'DRONE'], [74, 87, 'EGGCOUNT'], [88, 100, 'HONEYFRAMES'], [101, 107, 'HEALTHSTATUS']]"
208,225th family: Queen in decline workers maintaining few drones low eggs and six honey frames half full.,"[[14, 19, 'QUEEN'], [23, 30, 'HEALTHSTATUS'], [31, 38, 'WORKER'], [55, 61, 'DRONE'], [75, 91, 'HONEYFRAMES'], [97, 101, 'HEALTHSTATUS']]"
209,226th family: Queen robust bustling workers numerous drones eggs filling cells and eight frames brimming with honey.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [36, 43, 'WORKER'], [44, 52, 'HEALTHSTATUS'], [60, 78, 'EGGCOUNT'], [83, 95, 'HONEYFRAMES'], [110, 115, 'BEEPRODUCT']]"
210,227th family: Queen absent low worker morale minimal drones few eggs and five honey frames barely touched.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [31, 37, 'WORKER'], [53, 59, 'DRONE'], [73, 90, 'HONEYFRAMES'], [91, 105, 'HEALTHSTATUS']]"
211,228th family: Queen laying well vibrant workers active drones many eggs and ten honey frames topped off.,"[[14, 19, 'QUEEN'], [20, 39, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [55, 61, 'DRONE'], [76, 92, 'HONEYFRAMES'], [93, 103, 'HEALTHSTATUS']]"
212,229th family: Queen old steady workers fair drone numbers moderate eggs and nine honey frames well-stocked.,"[[14, 19, 'QUEEN'], [20, 23, 'HEALTHSTATUS'], [31, 38, 'WORKER'], [44, 49, 'DRONE'], [76, 93, 'HONEYFRAMES'], [94, 106, 'HEALTHSTATUS']]"
213,230th family: Queen efficient busy workers good drone activity plentiful eggs and eight frames ready for extraction.,"[[14, 19, 'QUEEN'], [20, 29, 'HEALTHSTATUS'], [35, 42, 'WORKER'], [48, 53, 'DRONE'], [73, 81, 'EGGCOUNT'], [82, 94, 'HONEYFRAMES']]"
214,231st family: Queen missing lethargic workers reduced drone count poor egg output and six frames lacking honey.,"[[14, 19, 'QUEEN'], [20, 37, 'HEALTHSTATUS'], [38, 45, 'WORKER'], [54, 59, 'DRONE'], [86, 96, 'HONEYFRAMES'], [97, 110, 'HEALTHSTATUS']]"
215,233rd family: Queen weak slow workers few drones limited egg production and seven honey frames partially filled.,"[[14, 24, 'QUEEN'], [25, 29, 'HEALTHSTATUS'], [30, 37, 'WORKER'], [42, 48, 'DRONE'], [57, 71, 'EGGCOUNT'], [82, 94, 'HONEYFRAMES'], [95, 111, 'HEALTHSTATUS']]"
216,234th family: Queen vibrant active workers many drones well-laid eggs and nine honey frames capped.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [35, 42, 'WORKER'], [48, 54, 'DRONE'], [55, 69, 'HEALTHSTATUS'], [74, 91, 'HONEYFRAMES']]"
217,235th family: Queen absent disorganized workers minimal drones scarce eggs and six frames underdeveloped.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [56, 62, 'DRONE'], [70, 78, 'EGGCOUNT'], [79, 89, 'HONEYFRAMES'], [90, 104, 'HEALTHSTATUS']]"
218,236th family: Queen healthy hardworking workers plentiful drones prolific eggs with nine frames perfectly capped.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 39, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [58, 64, 'DRONE'], [74, 83, 'EGGCOUNT'], [84, 95, 'HONEYFRAMES']]"
219,237th family: No queen seen disoriented worker bees dwindling drones few eggs with only six frames somewhat full.,"[[17, 22, 'QUEEN'], [28, 39, 'HEALTHSTATUS'], [40, 46, 'WORKER'], [69, 77, 'EGGCOUNT'], [88, 98, 'HONEYFRAMES'], [99, 112, 'HEALTHSTATUS']]"
220,240th family: Newly mated queen adjusting workers increasing drone activity beginning egg population with eight frames nearing capacity.,"[[14, 19, 'QUEEN'], [26, 31, 'QUEEN'], [42, 49, 'WORKER'], [61, 66, 'DRONE'], [86, 111, 'EGGCOUNT'], [119, 135, 'HEALTHSTATUS']]"
221,241st family: Queen in decline managing workers few drones dwindling eggs with seven frames only half full.,"[[14, 19, 'QUEEN'], [23, 39, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [52, 58, 'DRONE'], [79, 91, 'HONEYFRAMES'], [102, 106, 'HEALTHSTATUS']]"
222,242nd family: Queen energetic industrious workers well-counted drones numerous eggs with ten frames rich in honey.,"[[14, 19, 'QUEEN'], [42, 49, 'WORKER'], [50, 62, 'HEALTHSTATUS'], [89, 99, 'HONEYFRAMES'], [100, 104, 'HEALTHSTATUS'], [108, 113, 'BEEPRODUCT']]"
223,243rd family: Queen absent unmotivated workers sparse drones few eggs found and eight frames barely capped.,"[[14, 19, 'QUEEN'], [39, 46, 'WORKER'], [47, 53, 'HEALTHSTATUS'], [54, 60, 'DRONE'], [61, 75, 'EGGCOUNT'], [80, 92, 'HONEYFRAMES'], [93, 106, 'HEALTHSTATUS']]"
224,244th family: Queen laying efficiently active workers healthy drones plentiful eggs and nine honey frames well-stocked.,"[[14, 19, 'QUEEN'], [27, 45, 'HEALTHSTATUS'], [46, 53, 'WORKER'], [62, 68, 'DRONE'], [79, 92, 'EGGCOUNT'], [93, 118, 'HONEYFRAMES']]"
225,245th family: Queen aging steady workers reduced drones moderate eggs with nine frames filled with honey.,"[[14, 19, 'QUEEN'], [20, 25, 'HEALTHSTATUS'], [33, 40, 'WORKER'], [49, 55, 'DRONE'], [65, 79, 'EGGCOUNT'], [87, 93, 'HEALTHSTATUS'], [99, 104, 'BEEPRODUCT']]"
226,246th family: Queen productive busy workers ample drones high egg count and ten frames brimming with honey.,"[[14, 19, 'QUEEN'], [20, 30, 'HEALTHSTATUS'], [36, 43, 'WORKER'], [44, 49, 'HEALTHSTATUS'], [50, 56, 'DRONE'], [57, 75, 'EGGCOUNT'], [76, 86, 'HONEYFRAMES'], [101, 106, 'BEEPRODUCT']]"
227,247th family: Queen not found minimal worker activity down drone count slow egg production and seven frames needing attention.,"[[14, 19, 'QUEEN'], [20, 29, 'HEALTHSTATUS'], [38, 44, 'WORKER'], [59, 64, 'DRONE'], [71, 90, 'HONEYFRAMES'], [95, 107, 'HONEYFRAMES'], [108, 125, 'HEALTHSTATUS']]"
228,248th family: Queen vibrant numerous worker bees adequate drones eggs filling up and eleven honey frames topped off.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [37, 43, 'WORKER'], [49, 57, 'HEALTHSTATUS'], [58, 64, 'QUEEN'], [85, 104, 'HONEYFRAMES']]"
229,249th family: Queen struggling workers doing their best few drones low egg count with eight frames partially filled.,"[[14, 19, 'QUEEN'], [20, 30, 'HEALTHSTATUS'], [31, 38, 'WORKER'], [60, 66, 'DRONE'], [71, 85, 'EGGCOUNT'], [86, 98, 'HONEYFRAMES'], [99, 115, 'HEALTHSTATUS']]"
230,250th family: Queen excellent performing well workers plentiful drones well-laid eggs and all eleven honey frames capped and ready.,"[[14, 19, 'QUEEN'], [46, 53, 'WORKER'], [54, 63, 'HEALTHSTATUS'], [64, 70, 'DRONE'], [71, 85, 'HEALTHSTATUS'], [94, 113, 'HONEYFRAMES']]"
231,251st family: Queen recently seen active worker bees steady drone population plentiful eggs with ten honey frames nearly ready.,"[[14, 19, 'QUEEN'], [29, 40, 'HEALTHSTATUS'], [41, 47, 'WORKER'], [53, 59, 'HEALTHSTATUS'], [60, 65, 'DRONE'], [87, 100, 'EGGCOUNT'], [101, 113, 'HONEYFRAMES']]"
232,252nd family: Queen missing lethargic workers disappearing drones scarce eggs and only seven frames showing some honey.,"[[14, 19, 'QUEEN'], [20, 58, 'HEALTHSTATUS'], [59, 65, 'DRONE'], [66, 77, 'HEALTHSTATUS'], [87, 99, 'HONEYFRAMES'], [113, 118, 'BEEPRODUCT']]"
233,253rd family: Queen healthy efficient workers numerous drones prolific eggs and eleven frames fully stocked with honey.,"[[14, 19, 'QUEEN'], [20, 37, 'HEALTHSTATUS'], [38, 45, 'WORKER'], [55, 61, 'DRONE'], [71, 75, 'HEALTHSTATUS'], [80, 93, 'HONEYFRAMES'], [113, 118, 'BEEPRODUCT']]"
234,254th family: Queen vibrant energetic workers active drones abundant eggs and all frames filled to capacity.,"[[14, 19, 'QUEEN'], [20, 37, 'HEALTHSTATUS'], [38, 45, 'WORKER'], [53, 59, 'DRONE'], [69, 77, 'EGGCOUNT'], [78, 88, 'HONEYFRAMES'], [89, 95, 'HEALTHSTATUS']]"
235,255th family: Queen absent disorganized workers scarce drones few eggs laid and eight honey frames poorly stocked.,"[[14, 19, 'QUEEN'], [40, 47, 'WORKER'], [48, 54, 'HEALTHSTATUS'], [62, 75, 'EGGCOUNT'], [80, 98, 'HONEYFRAMES'], [99, 113, 'HEALTHSTATUS']]"
236,256th family: Queen present workers efficiently foraging drones active eggs numerous and eight honey frames fully utilized.,"[[14, 19, 'QUEEN'], [28, 35, 'WORKER'], [36, 56, 'HEALTHSTATUS'], [57, 63, 'DRONE'], [71, 84, 'EGGCOUNT'], [89, 107, 'HONEYFRAMES'], [108, 122, 'HEALTHSTATUS']]"
237,257th family: Queen not detected workers disoriented low drone count minimal egg laying and four honey frames underutilized.,"[[14, 19, 'QUEEN'], [20, 23, 'HEALTHSTATUS'], [33, 40, 'WORKER'], [57, 62, 'DRONE'], [77, 91, 'EGGCOUNT'], [92, 109, 'HONEYFRAMES'], [110, 123, 'HEALTHSTATUS']]"
238,258th family: Queen robust workers active ample drones good egg production and ten frames well-stocked with honey.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [27, 34, 'WORKER'], [42, 47, 'HEALTHSTATUS'], [55, 74, 'EGGCOUNT'], [79, 89, 'HONEYFRAMES'], [108, 113, 'BEEPRODUCT']]"
239,259th family: Queen aging workers steady limited drone activity moderate egg numbers and eight honey frames nearly filled.,"[[14, 19, 'QUEEN'], [20, 25, 'HEALTHSTATUS'], [26, 33, 'WORKER'], [41, 48, 'HEALTHSTATUS'], [49, 54, 'DRONE'], [73, 84, 'EGGCOUNT'], [89, 107, 'HONEYFRAMES']]"
240,265th family: Queen in decline workers maintaining few drones low egg count and six honey frames half full.,"[[14, 19, 'QUEEN'], [31, 38, 'WORKER'], [39, 54, 'HEALTHSTATUS'], [55, 61, 'DRONE'], [66, 79, 'EGGCOUNT'], [80, 96, 'HONEYFRAMES'], [102, 106, 'HEALTHSTATUS']]"
241,296th family: Queen present workers efficiently foraging drones active eggs numerous and nine honey frames fully utilized.,"[[14, 19, 'QUEEN'], [28, 35, 'WORKER'], [36, 56, 'HEALTHSTATUS'], [57, 63, 'DRONE'], [71, 84, 'EGGCOUNT'], [89, 106, 'HONEYFRAMES'], [107, 121, 'HEALTHSTATUS']]"
242,361st family: Queen observed workers efficient drones active high egg count and nine honey frames fully utilized.,"[[14, 19, 'QUEEN'], [29, 36, 'WORKER'], [47, 53, 'DRONE'], [61, 75, 'EGGCOUNT'], [80, 97, 'HONEYFRAMES'], [98, 112, 'HEALTHSTATUS']]"
243,362nd family: Queen not visible workers distressed drone count low minimal egg laying and three honey frames empty.,"[[14, 19, 'QUEEN'], [24, 31, 'HEALTHSTATUS'], [32, 39, 'WORKER'], [51, 56, 'DRONE'], [75, 89, 'EGGCOUNT'], [90, 108, 'HONEYFRAMES'], [109, 114, 'HEALTHSTATUS']]"
244,363rd family: Queen healthy workers bustling drones plentiful eggs numerous and ten frames brimming with honey.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [45, 51, 'DRONE'], [62, 75, 'EGGCOUNT'], [80, 90, 'HONEYFRAMES'], [105, 110, 'BEEPRODUCT']]"
245,364th family: Queen aging workers steady limited drones moderate egg production and six honey frames nearing capacity.,"[[14, 19, 'QUEEN'], [20, 25, 'HEALTHSTATUS'], [26, 33, 'WORKER'], [41, 48, 'HEALTHSTATUS'], [49, 55, 'DRONE'], [65, 83, 'EGGCOUNT'], [84, 100, 'HONEYFRAMES']]"
246,365th family: New queen workers adapting increasing drone presence eggs starting to populate and seven honey frames capped.,"[[24, 31, 'WORKER'], [52, 57, 'DRONE'], [84, 92, 'HEALTHSTATUS'], [97, 115, 'HONEYFRAMES'], [116, 122, 'HEALTHSTATUS']]"
247,366th family: Queen vibrant workers busy healthy drones eggs abundant and eleven frames heavy with honey.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [49, 55, 'QUEEN'], [56, 69, 'EGGCOUNT'], [74, 87, 'HONEYFRAMES'], [88, 93, 'HEALTHSTATUS'], [99, 104, 'BEEPRODUCT']]"
248,367th family: Queen missing sluggish workers few drones scarce eggs and four honey frames underfilled.,"[[14, 19, 'QUEEN'], [28, 36, 'HEALTHSTATUS'], [37, 44, 'WORKER'], [45, 48, 'HEALTHSTATUS'], [49, 55, 'DRONE'], [63, 71, 'EGGCOUNT'], [72, 89, 'HONEYFRAMES']]"
249,368th family: Queen visible active workers good drone population numerous eggs and eight honey frames filled.,"[[14, 19, 'QUEEN'], [28, 34, 'HEALTHSTATUS'], [35, 42, 'WORKER'], [48, 53, 'DRONE'], [74, 78, 'HEALTHSTATUS'], [89, 108, 'HONEYFRAMES']]"
250,369th family: Queen productive workers industrious drones adequate high egg production and six frames capped.,"[[14, 19, 'QUEEN'], [20, 30, 'HEALTHSTATUS'], [31, 38, 'WORKER'], [51, 57, 'DRONE'], [58, 66, 'HEALTHSTATUS'], [67, 86, 'EGGCOUNT'], [91, 101, 'HONEYFRAMES']]"
251,371st family: Queen robust bustling workers numerous drones eggs filling up cells and seven frames overflowing with honey.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [36, 43, 'WORKER'], [44, 52, 'HEALTHSTATUS'], [60, 72, 'EGGCOUNT'], [76, 81, 'BEEPRODUCT'], [86, 98, 'HONEYFRAMES'], [116, 121, 'BEEPRODUCT']]"
252,372nd family: Queen absent worker morale low minimal drones few eggs and three honey frames barely used.,"[[14, 19, 'QUEEN'], [27, 33, 'WORKER'], [41, 44, 'HEALTHSTATUS'], [53, 59, 'DRONE'], [73, 91, 'HONEYFRAMES'], [92, 103, 'HEALTHSTATUS']]"
253,373rd family: Queen laying well vibrant workers active drones many eggs and nine honey frames topped.,"[[14, 19, 'QUEEN'], [20, 39, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [55, 61, 'DRONE'], [76, 93, 'HONEYFRAMES'], [94, 100, 'HEALTHSTATUS']]"
254,377th family: Queen visible and healthy thriving workers sufficient drones abundant eggs and ten frames densely packed with honey.,"[[14, 19, 'QUEEN'], [40, 67, 'HEALTHSTATUS'], [68, 74, 'DRONE'], [84, 92, 'EGGCOUNT'], [93, 103, 'HONEYFRAMES'], [104, 118, 'HEALTHSTATUS'], [124, 129, 'BEEPRODUCT']]"
255,379th family: Queen vibrant workers active drones plenty eggs well-laid and seven honey frames fully capped.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [43, 49, 'DRONE'], [57, 71, 'EGGCOUNT'], [76, 94, 'HONEYFRAMES'], [95, 107, 'HEALTHSTATUS']]"
256,381st family: Queen healthy workers hardworking drones ample eggs prolific with eight frames perfectly capped.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [48, 54, 'DRONE'], [55, 74, 'HEALTHSTATUS'], [80, 92, 'HONEYFRAMES']]"
257,382nd family: No queen seen workers disoriented drones dwindling eggs few with only two frames somewhat full.,"[[17, 22, 'QUEEN'], [28, 35, 'WORKER'], [36, 47, 'HEALTHSTATUS'], [48, 54, 'DRONE'], [84, 94, 'HONEYFRAMES'], [95, 108, 'HEALTHSTATUS']]"
258,383rd family: Queen present excelling workers optimal drone count eggs copious and all frames teeming with honey.,"[[14, 19, 'QUEEN'], [38, 45, 'WORKER'], [46, 53, 'HEALTHSTATUS'], [54, 59, 'DRONE'], [71, 78, 'HEALTHSTATUS'], [83, 93, 'HONEYFRAMES'], [107, 112, 'BEEPRODUCT']]"
259,385th family: Newly mated queen adjusting workers increasing drone activity beginning egg population with six frames nearing capacity.,"[[14, 19, 'QUEEN'], [26, 31, 'QUEEN'], [42, 49, 'WORKER'], [61, 66, 'DRONE'], [86, 109, 'EGGCOUNT'], [117, 133, 'HEALTHSTATUS']]"
260,386th family: Queen in decline managing workers few drones dwindling eggs with five frames only half full.,"[[14, 19, 'QUEEN'], [40, 47, 'WORKER'], [48, 51, 'HEALTHSTATUS'], [52, 58, 'DRONE'], [79, 90, 'HONEYFRAMES'], [101, 105, 'HEALTHSTATUS']]"
261,388th family: Queen absent unmotivated workers sparse drones few eggs found and four frames barely capped.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [39, 46, 'WORKER'], [47, 53, 'HEALTHSTATUS'], [54, 60, 'DRONE'], [61, 75, 'EGGCOUNT'], [80, 91, 'HONEYFRAMES']]"
262,390th family: Queen aging steady workers reduced drones moderate eggs with eight frames filled with honey.,"[[14, 19, 'QUEEN'], [20, 25, 'HEALTHSTATUS'], [33, 40, 'WORKER'], [49, 55, 'DRONE'], [65, 80, 'EGGCOUNT'], [100, 105, 'BEEPRODUCT']]"
263,392nd family: Queen not found minimal worker activity down drone count slow egg production and six frames needing attention.,"[[14, 19, 'QUEEN'], [20, 29, 'HEALTHSTATUS'], [30, 37, 'HEALTHSTATUS'], [38, 44, 'WORKER'], [59, 64, 'DRONE'], [71, 90, 'HONEYFRAMES'], [95, 105, 'HONEYFRAMES']]"
264,393rd family: Queen vibrant numerous worker  bees adequate drones eggs filling up and eleven honey frames topped off.,"[[14, 19, 'QUEEN'], [28, 36, 'HEALTHSTATUS'], [37, 43, 'WORKER'], [59, 65, 'QUEEN'], [86, 105, 'HONEYFRAMES'], [106, 116, 'HEALTHSTATUS']]"
265,394th family: Queen struggling workers doing their best few drones low egg count with seven frames partially filled.,"[[14, 19, 'QUEEN'], [31, 38, 'WORKER'], [56, 59, 'HEALTHSTATUS'], [60, 66, 'DRONE'], [71, 85, 'EGGCOUNT'], [86, 98, 'HONEYFRAMES'], [99, 115, 'HEALTHSTATUS']]"
266,395th family: Queen excellent performing well workers plentiful drones well-laid eggs and all ten honey frames capped and ready.,"[[14, 19, 'QUEEN'], [30, 45, 'HEALTHSTATUS'], [46, 53, 'WORKER'], [64, 70, 'DRONE'], [94, 110, 'HONEYFRAMES'], [111, 117, 'HEALTHSTATUS']]"
267,397th family: Queen missing lethargic workers disappearing drones scarce eggs and only five frames showing some honey.,"[[14, 19, 'QUEEN'], [20, 58, 'HEALTHSTATUS'], [59, 65, 'DRONE'], [66, 77, 'HEALTHSTATUS'], [87, 98, 'HONEYFRAMES'], [112, 117, 'BEEPRODUCT']]"
268,398th family: Queen healthy efficient workers numerous drones prolific eggs and ten frames fully stocked with honey.,"[[14, 19, 'QUEEN'], [38, 45, 'WORKER'], [55, 61, 'DRONE'], [62, 75, 'HEALTHSTATUS'], [80, 90, 'HONEYFRAMES'], [91, 104, 'HEALTHSTATUS'], [110, 115, 'BEEPRODUCT']]"
